Fiscal_Year,Ministry,Sector,Budget_Allocation,GDP_Growth_Rate,Inflation_CPI,Fiscal_Deficit_GDP,Current_Account_GDP,Exchange_Rate_USD,Crude_Oil_Price,Economic_Crisis,Election_Year,High_Inflation,Budget_MA_3,Budget_MA_5,Budget_YoY_Growth
07-08,Statistics and Programme Implementation,Governance & Administration,1580.0,9.8,8.4,-2.5,-1.3,40.3,72.4,0,0,1,1580.0,1580.0,0.0
09-10,Statistics and Programme Implementation,Governance & Administration,535.27,8.5,12.0,-6.5,-2.8,47.4,61.7,0,1,1,1231.756666666667,1371.054,-66.12215189873419
09-10,Statistics and Programme Implementation,Governance & Administration,535.27,8.5,12.0,-6.5,-2.8,47.4,61.7,0,1,1,883.5133333333333,1162.108,0.0
10-11,Statistics and Programme Implementation,Governance & Administration,568.35,10.3,7.0,-4.8,-4.2,50.0,79.5,0,0,0,546.2966666666666,959.778,6.180058661983678
10-11,Statistics and Programme Implementation,Governance & Administration,568.35,10.3,7.0,-4.8,-4.2,50.0,79.5,0,0,0,557.3233333333334,757.4480000000001,0.0
11-12,Statistics and Programme Implementation,Governance & Administration,947.36,6.6,8.9,-5.7,-1.0,54.4,94.9,0,0,1,694.6866666666666,630.92,66.6860209378024
11-12,Statistics and Programme Implementation,Governance & Administration,947.36,6.6,8.9,-5.7,-1.0,54.4,94.9,0,0,1,821.0233333333334,713.338,0.0
12-13,Statistics and Programme Implementation,Governance & Administration,988.54,5.5,9.3,-4.5,-1.7,58.6,109.5,0,0,1,961.0866666666667,803.992,4.3468164161459155
12-13,Statistics and Programme Implementation,Governance & Administration,988.54,5.5,9.3,-4.5,-1.7,58.6,109.5,0,0,1,974.8133333333332,888.03,0.0
13-14,Statistics and Programme Implementation,Governance & Administration,996.68,6.4,5.8,-4.1,-1.0,61.0,105.9,0,0,0,991.2533333333332,973.6959999999999,0.823436583243975
13-14,Statistics and Programme Implementation,Governance & Administration,996.68,6.4,5.8,-4.1,-1.0,61.0,105.9,0,0,0,993.9666666666666,983.5599999999998,0.0
15-16,Statistics and Programme Implementation,Governance & Administration,876.87,8.0,5.2,-3.9,-1.0,64.2,43.7,0,0,0,956.7433333333333,969.4620000000001,-12.020909419271975
15-16,Statistics and Programme Implementation,Governance & Administration,876.87,8.0,5.2,-3.9,-1.0,64.2,43.7,0,0,0,916.8066666666667,947.128,0.0
16-17,Statistics and Programme Implementation,Governance & Administration,772.82,8.3,4.9,-3.5,-2.1,67.2,54.2,0,0,0,842.1866666666666,903.984,-11.866069086637697
16-17,Statistics and Programme Implementation,Governance & Administration,772.82,8.3,4.9,-3.5,-2.1,67.2,54.2,0,0,0,807.5033333333334,859.2119999999999,0.0
17-18,Statistics and Programme Implementation,Governance & Administration,4795.74,4.0,6.2,-3.1,-0.9,70.1,64.2,0,0,0,2113.7933333333335,1619.024,520.5507103853419
17-18,Statistics and Programme Implementation,Governance & Administration,4795.74,4.0,6.2,-3.1,-0.9,70.1,64.2,0,0,0,3454.7666666666664,2402.798,0.0
18-19,Statistics and Programme Implementation,Governance & Administration,4859.0,-6.6,6.6,-9.2,0.9,74.1,41.8,0,0,0,4816.826666666667,3199.2239999999997,1.3190873566957473
18-19,Statistics and Programme Implementation,Governance & Administration,4859.0,-6.6,6.6,-9.2,0.9,74.1,41.8,0,0,0,4837.913333333333,4016.46,0.0
19-20,Statistics and Programme Implementation,Governance & Administration,5231.06,8.7,5.5,-6.7,-1.2,73.0,70.9,0,1,0,4983.02,4908.108,7.657131096933534
19-20,Statistics and Programme Implementation,Governance & Administration,5231.06,8.7,5.5,-6.7,-1.2,73.0,70.9,0,1,0,5107.040000000001,4995.1720000000005,0.0
20-21,Statistics and Programme Implementation,Governance & Administration,5444.0,7.0,5.1,-3.4,-0.4,78.0,77.2,1,0,0,5302.040000000001,5124.824,4.07068548248346
20-21,Statistics and Programme Implementation,Governance & Administration,5444.0,7.0,5.1,-3.4,-0.4,78.0,77.2,1,0,0,5373.02,5241.824,0.0
21-22,Statistics and Programme Implementation,Governance & Administration,1409.13,6.1,4.3,-3.8,-2.1,79.4,52.8,0,0,0,4099.043333333333,4551.85,-74.11590742101396
21-22,Statistics and Programme Implementation,Governance & Administration,1409.13,6.1,4.3,-3.8,-2.1,79.4,52.8,0,0,0,2754.0866666666666,3787.464,0.0
22-23,Statistics and Programme Implementation,Governance & Administration,5398.08,4.2,5.7,-3.2,-0.2,82.7,94.3,0,0,0,2738.78,3820.868,283.07892103638414
22-23,Statistics and Programme Implementation,Governance & Administration,5398.08,4.2,5.7,-3.2,-0.2,82.7,94.3,0,0,0,4068.4300000000003,3811.6839999999997,0.0
23-24,Statistics and Programme Implementation,Governance & Administration,5443.4,6.8,6.8,-3.1,-1.5,83.3,81.7,0,0,0,5413.186666666666,3811.564,0.839557768688115
23-24,Statistics and Programme Implementation,Governance & Administration,5443.4,6.8,6.8,-3.1,-1.5,83.3,81.7,0,0,0,5428.293333333334,4618.418,0.0
05-06,Steel,Economic Services,89.53,9.3,4.2,-4.0,-1.2,44.1,54.5,0,0,0,89.53,89.53,
06-07,Steel,Economic Services,129.5,9.3,6.1,-3.4,-1.0,45.3,65.1,0,0,0,109.515,109.515,44.64425332290851
07-08,Steel,Economic Services,150.5,9.8,8.4,-2.5,-1.3,40.3,72.4,0,0,1,123.17666666666666,123.17666666666666,16.216216216216207
09-10,Steel,Economic Services,115.36,8.5,12.0,-6.5,-2.8,47.4,61.7,0,1,1,131.78666666666666,121.2225,-23.34883720930233
10-11,Steel,Economic Services,107.62,10.3,7.0,-4.8,-4.2,50.0,79.5,0,0,0,124.49333333333334,118.502,-6.709431345353667
11-12,Steel,Economic Services,110.76,6.6,8.9,-5.7,-1.0,54.4,94.9,0,0,1,111.24666666666667,122.748,2.9176732949266038
12-13,Steel,Economic Services,115.29,5.5,9.3,-4.5,-1.7,58.6,109.5,0,0,1,111.22333333333334,119.90600000000002,4.089924160346703
13-14,Steel,Economic Services,112.87,6.4,5.8,-4.1,-1.0,61.0,105.9,0,0,0,112.97333333333334,112.38000000000002,-2.0990545580709563
15-16,Steel,Economic Services,82.95,8.0,5.2,-3.9,-1.0,64.2,43.7,0,0,0,103.70333333333333,105.898,-26.508372463896524
16-17,Steel,Economic Services,85.62,8.3,4.9,-3.5,-2.1,67.2,54.2,0,0,0,93.81333333333333,101.498,3.2188065099457486
17-18,Steel,Economic Services,44.14,4.0,6.2,-3.1,-0.9,70.1,64.2,0,0,0,70.90333333333332,88.174,-48.44662462041579
18-19,Steel,Economic Services,47.9,-6.6,6.6,-9.2,0.9,74.1,41.8,0,0,0,59.22,74.696,8.518350702310817
19-20,Steel,Economic Services,241.29,8.7,5.5,-6.7,-1.2,73.0,70.9,0,1,0,111.11,100.38,403.7369519832986
20-21,Steel,Economic Services,100.0,7.0,5.1,-3.4,-0.4,78.0,77.2,1,0,0,129.73,103.78999999999999,-58.55609432632931
21-22,Steel,Economic Services,39.25,6.1,4.3,-3.8,-2.1,79.4,52.8,0,0,0,126.84666666666665,94.51599999999999,-60.74999999999999
22-23,Steel,Economic Services,47.0,4.2,5.7,-3.2,-0.2,82.7,94.3,0,0,0,62.083333333333336,95.088,19.7452229299363
23-24,Steel,Economic Services,70.15,6.8,6.8,-3.1,-1.5,83.3,81.7,0,0,0,52.13333333333333,99.538,49.255319148936174
05-06,Telecommunications,Communication & Technology,2858.65,9.3,4.2,-4.0,-1.2,44.1,54.5,0,0,0,2858.65,2858.65,
06-07,Telecommunications,Communication & Technology,3166.46,9.3,6.1,-3.4,-1.0,45.3,65.1,0,0,0,3012.5550000000003,3012.5550000000003,10.767670054046485
07-08,Telecommunications,Communication & Technology,3840.0,9.8,8.4,-2.5,-1.3,40.3,72.4,0,0,1,3288.3700000000003,3288.3700000000003,21.271072427884775
09-10,Telecommunications,Communication & Technology,7854.0,8.5,12.0,-6.5,-2.8,47.4,61.7,0,1,1,4953.486666666667,4429.7775,104.53125000000001
10-11,Telecommunications,Communication & Technology,7210.87,10.3,7.0,-4.8,-4.2,50.0,79.5,0,0,0,6301.623333333333,4985.996,-8.188566335625158
11-12,Telecommunications,Communication & Technology,7673.78,6.6,8.9,-5.7,-1.0,54.4,94.9,0,0,1,7579.55,5949.022,6.419613722061279
12-13,Telecommunications,Communication & Technology,10094.04,5.5,9.3,-4.5,-1.7,58.6,109.5,0,0,1,8326.230000000001,7334.5380000000005,31.539345667975894
13-14,Telecommunications,Communication & Technology,11703.14,6.4,5.8,-4.1,-1.0,61.0,105.9,0,0,0,9823.653333333334,8907.166000000001,15.941089989736511
15-16,Telecommunications,Communication & Technology,13474.6,8.0,5.2,-3.9,-1.0,64.2,43.7,0,0,0,11757.26,10031.286,15.136621453729514
16-17,Telecommunications,Communication & Technology,18413.87,8.3,4.9,-3.5,-2.1,67.2,54.2,0,0,0,14530.536666666667,12271.885999999999,36.656153058346796
17-18,Telecommunications,Communication & Technology,26687.47,4.0,6.2,-3.1,-0.9,70.1,64.2,0,0,0,19525.313333333335,16074.624,44.931347945869085
18-19,Telecommunications,Communication & Technology,28055.28,-6.6,6.6,-9.2,0.9,74.1,41.8,0,0,0,24385.539999999997,19666.872,5.12528913381447
19-20,Telecommunications,Communication & Technology,27338.36,8.7,5.5,-6.7,-1.2,73.0,70.9,0,1,0,27360.37,22793.916,-2.555383514261833
20-21,Telecommunications,Communication & Technology,66431.69,7.0,5.1,-3.4,-0.4,78.0,77.2,1,0,0,40608.443333333336,33385.333999999995,142.99808035302775
21-22,Telecommunications,Communication & Technology,58737.0,6.1,4.3,-3.8,-2.1,79.4,52.8,0,0,0,50835.68333333333,41449.96,-11.582860529364824
22-23,Telecommunications,Communication & Technology,84586.8,4.2,5.7,-3.2,-0.2,82.7,94.3,0,0,0,69918.49666666666,53029.826,44.00939782419939
23-24,Telecommunications,Communication & Technology,97579.05,6.8,6.8,-3.1,-1.5,83.3,81.7,0,0,0,80300.95,66934.58,15.35966604718466
05-06,Textiles,Economic Services,2008.25,9.3,4.2,-4.0,-1.2,44.1,54.5,0,0,0,2008.25,2008.25,
06-07,Textiles,Economic Services,3045.75,9.3,6.1,-3.4,-1.0,45.3,65.1,0,0,0,2527.0,2527.0,51.66189468442675
07-08,Textiles,Economic Services,3136.68,9.8,8.4,-2.5,-1.3,40.3,72.4,0,0,1,2730.226666666667,2730.226666666667,2.985471558729369
09-10,Textiles,Economic Services,5398.0,8.5,12.0,-6.5,-2.8,47.4,61.7,0,1,1,3860.1433333333334,3397.17,72.09278600303506
10-11,Textiles,Economic Services,5608.08,10.3,7.0,-4.8,-4.2,50.0,79.5,0,0,0,4714.253333333333,3839.3520000000003,3.89181178214153
11-12,Textiles,Economic Services,5855.75,6.6,8.9,-5.7,-1.0,54.4,94.9,0,0,1,5620.610000000001,4608.852000000001,4.416306472090281
12-13,Textiles,Economic Services,7836.41,5.5,9.3,-4.5,-1.7,58.6,109.5,0,0,1,6433.413333333333,5566.9839999999995,33.824189898817394
13-14,Textiles,Economic Services,5431.59,6.4,5.8,-4.1,-1.0,61.0,105.9,0,0,0,6374.583333333333,6025.966,-30.687776673247058
15-16,Textiles,Economic Services,4274.8,8.0,5.2,-3.9,-1.0,64.2,43.7,0,0,0,5847.599999999999,5801.326,-21.29744697224938
16-17,Textiles,Economic Services,4594.82,8.3,4.9,-3.5,-2.1,67.2,54.2,0,0,0,4767.07,5598.674000000001,7.486198184710391
17-18,Textiles,Economic Services,6226.5,4.0,6.2,-3.1,-0.9,70.1,64.2,0,0,0,5032.04,5672.8240000000005,35.51129315185362
18-19,Textiles,Economic Services,7147.73,-6.6,6.6,-9.2,0.9,74.1,41.8,0,0,0,5989.683333333333,5535.088,14.79531036697983
19-20,Textiles,Economic Services,5831.48,8.7,5.5,-6.7,-1.2,73.0,70.9,0,1,0,6401.903333333333,5615.066,-18.414937329753645
20-21,Textiles,Economic Services,3514.79,7.0,5.1,-3.4,-0.4,78.0,77.2,1,0,0,5498.0,5463.064,-39.727307647458275
21-22,Textiles,Economic Services,3631.64,6.1,4.3,-3.8,-2.1,79.4,52.8,0,0,0,4325.97,5270.428,3.324522944471786
22-23,Textiles,Economic Services,12382.14,4.2,5.7,-3.2,-0.2,82.7,94.3,0,0,0,6509.5233333333335,6501.556,240.95174631846768
23-24,Textiles,Economic Services,4389.34,6.8,6.8,-3.1,-1.5,83.3,81.7,0,0,0,6801.04,5949.878,-64.55103883496713
05-06,Tourism,Culture & Tourism,828.2,9.3,4.2,-4.0,-1.2,44.1,54.5,0,0,0,828.2,828.2,
06-07,Tourism,Culture & Tourism,872.82,9.3,6.1,-3.4,-1.0,45.3,65.1,0,0,0,850.51,850.51,5.387587539241734
07-08,Tourism,Culture & Tourism,996.62,9.8,8.4,-2.5,-1.3,40.3,72.4,0,0,1,899.2133333333335,899.2133333333335,14.183909626268875
09-10,Tourism,Culture & Tourism,1070.0,8.5,12.0,-6.5,-2.8,47.4,61.7,0,1,1,979.8133333333334,941.9100000000001,7.362886556561166
10-11,Tourism,Culture & Tourism,1119.41,10.3,7.0,-4.8,-4.2,50.0,79.5,0,0,0,1062.01,977.4100000000001,4.617757009345813
11-12,Tourism,Culture & Tourism,1170.76,6.6,8.9,-5.7,-1.0,54.4,94.9,0,0,1,1120.0566666666666,1045.922,4.587237919975684
12-13,Tourism,Culture & Tourism,1282.98,5.5,9.3,-4.5,-1.7,58.6,109.5,0,0,1,1191.05,1127.954,9.585226690354975
13-14,Tourism,Culture & Tourism,1357.3,6.4,5.8,-4.1,-1.0,61.0,105.9,0,0,0,1270.3466666666666,1200.09,5.792763721959804
15-16,Tourism,Culture & Tourism,1553.07,8.0,5.2,-3.9,-1.0,64.2,43.7,0,0,0,1397.7833333333335,1296.704,14.423487806675016
16-17,Tourism,Culture & Tourism,1590.32,8.3,4.9,-3.5,-2.1,67.2,54.2,0,0,0,1500.2299999999998,1390.886,2.398475277997769
17-18,Tourism,Culture & Tourism,1840.77,4.0,6.2,-3.1,-0.9,70.1,64.2,0,0,0,1661.3866666666665,1524.888,15.748402837164853
18-19,Tourism,Culture & Tourism,2150.0,-6.6,6.6,-9.2,0.9,74.1,41.8,0,0,0,1860.3633333333335,1698.292,16.798948266214687
19-20,Tourism,Culture & Tourism,2189.22,8.7,5.5,-6.7,-1.2,73.0,70.9,0,1,0,2059.9966666666664,1864.676,1.8241860465116222
20-21,Tourism,Culture & Tourism,2499.83,7.0,5.1,-3.4,-0.4,78.0,77.2,1,0,0,2279.683333333333,2054.028,14.188158339499912
21-22,Tourism,Culture & Tourism,2026.77,6.1,4.3,-3.8,-2.1,79.4,52.8,0,0,0,2238.6066666666666,2141.318,-18.92368681070312
22-23,Tourism,Culture & Tourism,2400.0,4.2,5.7,-3.2,-0.2,82.7,94.3,0,0,0,2308.866666666667,2253.1639999999998,18.415015023905035
23-24,Tourism,Culture & Tourism,2400.0,6.8,6.8,-3.1,-1.5,83.3,81.7,0,0,0,2275.59,2303.1639999999998,0.0
05-06,Tribal Affairs,Social Services,402.73,9.3,4.2,-4.0,-1.2,44.1,54.5,0,0,0,402.73,402.73,
05-06,Tribal Affairs,Social Services,1107.01,9.3,4.2,-4.0,-1.2,44.1,54.5,0,0,0,754.87,754.87,174.8764681051821
06-07,Tribal Affairs,Social Services,1216.71,9.3,6.1,-3.4,-1.0,45.3,65.1,0,0,0,908.8166666666666,908.8166666666666,9.909576245923702
06-07,Tribal Affairs,Social Services,1216.71,9.3,6.1,-3.4,-1.0,45.3,65.1,0,0,0,1180.1433333333334,985.79,0.0
07-08,Tribal Affairs,Social Services,1216.71,9.8,8.4,-2.5,-1.3,40.3,72.4,0,0,1,1216.71,1031.974,0.0
07-08,Tribal Affairs,Social Services,1216.71,9.8,8.4,-2.5,-1.3,40.3,72.4,0,0,1,1216.71,1194.77,0.0
09-10,Tribal Affairs,Social Services,819.61,8.5,12.0,-6.5,-2.8,47.4,61.7,0,1,1,1084.3433333333332,1137.2900000000002,-32.637193743784465
09-10,Tribal Affairs,Social Services,819.61,8.5,12.0,-6.5,-2.8,47.4,61.7,0,1,1,951.9766666666668,1057.8700000000001,0.0
10-11,Tribal Affairs,Social Services,1213.87,10.3,7.0,-4.8,-4.2,50.0,79.5,0,0,0,951.0300000000001,1057.3020000000001,48.10336623516061
10-11,Tribal Affairs,Social Services,1213.87,10.3,7.0,-4.8,-4.2,50.0,79.5,0,0,0,1082.4499999999998,1056.734,0.0
11-12,Tribal Affairs,Social Services,1447.0,6.6,8.9,-5.7,-1.0,54.4,94.9,0,0,1,1291.58,1102.792,19.205516241442666
11-12,Tribal Affairs,Social Services,1447.0,6.6,8.9,-5.7,-1.0,54.4,94.9,0,0,1,1369.29,1228.27,0.0
12-13,Tribal Affairs,Social Services,1591.0,5.5,9.3,-4.5,-1.7,58.6,109.5,0,0,1,1495.0,1382.548,9.951624049758113
12-13,Tribal Affairs,Social Services,1591.0,5.5,9.3,-4.5,-1.7,58.6,109.5,0,0,1,1543.0,1457.974,0.0
13-14,Tribal Affairs,Social Services,1778.94,6.4,5.8,-4.1,-1.0,61.0,105.9,0,0,0,1653.6466666666668,1570.988,11.81269641734759
13-14,Tribal Affairs,Social Services,1778.94,6.4,5.8,-4.1,-1.0,61.0,105.9,0,0,0,1716.2933333333333,1637.376,0.0
15-16,Tribal Affairs,Social Services,1065.37,8.0,5.2,-3.9,-1.0,64.2,43.7,0,0,0,1541.0833333333333,1561.05,-40.11208922167134
15-16,Tribal Affairs,Social Services,1065.37,8.0,5.2,-3.9,-1.0,64.2,43.7,0,0,0,1303.2266666666665,1455.924,0.0
16-17,Tribal Affairs,Social Services,399.28,8.3,4.9,-3.5,-2.1,67.2,54.2,0,0,0,843.34,1217.58,-62.52194073420502
16-17,Tribal Affairs,Social Services,399.28,8.3,4.9,-3.5,-2.1,67.2,54.2,0,0,0,621.31,941.6479999999999,0.0
17-18,Tribal Affairs,Social Services,5329.32,4.0,6.2,-3.1,-0.9,70.1,64.2,0,0,0,2042.6266666666663,1651.7239999999997,1234.73251853336
17-18,Tribal Affairs,Social Services,5329.32,4.0,6.2,-3.1,-0.9,70.1,64.2,0,0,0,3685.973333333333,2504.514,0.0
18-19,Tribal Affairs,Social Services,6000.0,-6.6,6.6,-9.2,0.9,74.1,41.8,0,0,0,5552.88,3491.44,12.584720001801353
18-19,Tribal Affairs,Social Services,6000.0,-6.6,6.6,-9.2,0.9,74.1,41.8,0,0,0,5776.44,4611.584,0.0
19-20,Tribal Affairs,Social Services,6526.96,8.7,5.5,-6.7,-1.2,73.0,70.9,0,1,0,6175.653333333333,5837.12,8.782666666666671
19-20,Tribal Affairs,Social Services,6526.96,8.7,5.5,-6.7,-1.2,73.0,70.9,0,1,0,6351.306666666666,6076.647999999999,0.0
20-21,Tribal Affairs,Social Services,7411.0,7.0,5.1,-3.4,-0.4,78.0,77.2,1,0,0,6821.639999999999,6492.9839999999995,13.544437226518923
20-21,Tribal Affairs,Social Services,7411.0,7.0,5.1,-3.4,-0.4,78.0,77.2,1,0,0,7116.32,6775.183999999999,0.0
21-22,Tribal Affairs,Social Services,7524.87,6.1,4.3,-3.8,-2.1,79.4,52.8,0,0,0,7448.956666666666,7080.158,1.5364997975981565
21-22,Tribal Affairs,Social Services,7524.87,6.1,4.3,-3.8,-2.1,79.4,52.8,0,0,0,7486.913333333333,7279.74,0.0
22-23,Tribal Affairs,Social Services,8451.92,4.2,5.7,-3.2,-0.2,82.7,94.3,0,0,0,7833.886666666666,7664.732000000001,12.319814162902487
22-23,Tribal Affairs,Social Services,8451.92,4.2,5.7,-3.2,-0.2,82.7,94.3,0,0,0,8142.903333333333,7872.916,0.0
23-24,Tribal Affairs,Social Services,12461.88,6.8,6.8,-3.1,-1.5,83.3,81.7,0,0,0,9788.573333333332,8883.092,47.44436767030449
23-24,Tribal Affairs,Social Services,12461.88,6.8,6.8,-3.1,-1.5,83.3,81.7,0,0,0,11125.226666666667,9870.494,0.0
05-06,Urban Development,Infrastructure & Transport,3180.05,9.3,4.2,-4.0,-1.2,44.1,54.5,0,0,0,3180.05,3180.05,
06-07,Urban Development,Infrastructure & Transport,3206.26,9.3,6.1,-3.4,-1.0,45.3,65.1,0,0,0,3193.155,3193.155,0.824200877344694
07-08,Urban Development,Infrastructure & Transport,3814.52,9.8,8.4,-2.5,-1.3,40.3,72.4,0,0,1,3400.2766666666666,3400.2766666666666,18.971012955904996
09-10,Urban Development,Infrastructure & Transport,5245.78,8.5,12.0,-6.5,-2.8,47.4,61.7,0,1,1,4088.853333333334,3861.6525,37.52136572884661
10-11,Urban Development,Infrastructure & Transport,7489.37,10.3,7.0,-4.8,-4.2,50.0,79.5,0,0,0,5516.556666666666,4587.196,42.76942609106749
11-12,Urban Development,Infrastructure & Transport,8541.46,6.6,8.9,-5.7,-1.0,54.4,94.9,0,0,1,7092.203333333334,5659.478,14.047777049337927
12-13,Urban Development,Infrastructure & Transport,9685.99,5.5,9.3,-4.5,-1.7,58.6,109.5,0,0,1,8572.273333333333,6955.423999999999,13.399699817127297
13-14,Urban Development,Infrastructure & Transport,10363.75,6.4,5.8,-4.1,-1.0,61.0,105.9,0,0,0,9530.4,8265.27,6.997322937562389
15-16,Urban Development,Infrastructure & Transport,13192.87,8.0,5.2,-3.9,-1.0,64.2,43.7,0,0,0,11080.87,9854.688,27.298226993125073
16-17,Urban Development,Infrastructure & Transport,17461.6,8.3,4.9,-3.5,-2.1,67.2,54.2,0,0,0,13672.74,11849.134,32.35634096295952
17-18,Urban Development,Infrastructure & Transport,34211.84,4.0,6.2,-3.1,-0.9,70.1,64.2,0,0,0,21622.103333333333,16983.21,95.92614651578319
18-19,Urban Development,Infrastructure & Transport,41765.13,-6.6,6.6,-9.2,0.9,74.1,41.8,0,0,0,31146.19,23399.038,22.077999897111656
19-20,Urban Development,Infrastructure & Transport,48032.17,8.7,5.5,-6.7,-1.2,73.0,70.9,0,1,0,41336.38,30932.721999999998,15.005436353244917
20-21,Urban Development,Infrastructure & Transport,50039.9,7.0,5.1,-3.4,-0.4,78.0,77.2,1,0,0,46612.399999999994,38302.128000000004,4.179969383019766
21-22,Urban Development,Infrastructure & Transport,54581.0,6.1,4.3,-3.8,-2.1,79.4,52.8,0,0,0,50884.35666666667,45726.007999999994,9.074958183369674
22-23,Urban Development,Infrastructure & Transport,76549.46,4.2,5.7,-3.2,-0.2,82.7,94.3,0,0,0,60390.119999999995,54193.53200000001,40.249280885289764
23-24,Urban Development,Infrastructure & Transport,76431.6,6.8,6.8,-3.1,-1.5,83.3,81.7,0,0,0,69187.35333333333,61126.826,-0.1539658150429779
05-06,Water Resources,Agriculture & Rural,874.56,9.3,4.2,-4.0,-1.2,44.1,54.5,0,0,0,874.56,874.56,
06-07,Water Resources,Agriculture & Rural,961.51,9.3,6.1,-3.4,-1.0,45.3,65.1,0,0,0,918.035,918.035,9.942142334431026
07-08,Water Resources,Agriculture & Rural,871.76,9.8,8.4,-2.5,-1.3,40.3,72.4,0,0,1,902.61,902.61,-9.334276294578315
09-10,Water Resources,Agriculture & Rural,1003.0,8.5,12.0,-6.5,-2.8,47.4,61.7,0,1,1,945.4233333333333,927.7075,15.054602184087361
10-11,Water Resources,Agriculture & Rural,1105.0,10.3,7.0,-4.8,-4.2,50.0,79.5,0,0,0,993.2533333333334,963.1659999999999,10.169491525423723
11-12,Water Resources,Agriculture & Rural,1222.73,6.6,8.9,-5.7,-1.0,54.4,94.9,0,0,1,1110.243333333333,1032.8,10.654298642533933
12-13,Water Resources,Agriculture & Rural,2041.0,5.5,9.3,-4.5,-1.7,58.6,109.5,0,0,1,1456.243333333333,1248.6979999999999,66.92156076975293
13-14,Water Resources,Agriculture & Rural,2076.55,6.4,5.8,-4.1,-1.0,61.0,105.9,0,0,0,1780.0933333333332,1489.656,1.7417932386085244
15-16,Water Resources,Agriculture & Rural,2232.43,8.0,5.2,-3.9,-1.0,64.2,43.7,0,0,0,2116.66,1735.5420000000001,7.506681755796851
16-17,Water Resources,Agriculture & Rural,4566.8,8.3,4.9,-3.5,-2.1,67.2,54.2,0,0,0,2958.5933333333337,2427.902,104.56632458800503
17-18,Water Resources,Agriculture & Rural,6887.0,4.0,6.2,-3.1,-0.9,70.1,64.2,0,0,0,4562.076666666667,3560.756,50.80581588858719
18-19,Water Resources,Agriculture & Rural,8860.0,-6.6,6.6,-9.2,0.9,74.1,41.8,0,0,0,6771.266666666666,4924.556,28.648177726150713
19-20,Water Resources,Agriculture & Rural,8041.25,8.7,5.5,-6.7,-1.2,73.0,70.9,0,1,0,7929.416666666667,6117.496,-9.240970654627546
20-21,Water Resources,Agriculture & Rural,8960.39,7.0,5.1,-3.4,-0.4,78.0,77.2,1,0,0,8620.546666666667,7463.088000000001,11.430312451422342
21-22,Water Resources,Agriculture & Rural,9022.57,6.1,4.3,-3.8,-2.1,79.4,52.8,0,0,0,8674.736666666666,8354.242,0.6939430091770671
22-23,Water Resources,Agriculture & Rural,18967.88,4.2,5.7,-3.2,-0.2,82.7,94.3,0,0,0,12316.946666666665,10770.418,110.2270195742455
23-24,Water Resources,Agriculture & Rural,20054.67,6.8,6.8,-3.1,-1.5,83.3,81.7,0,0,0,16015.039999999999,13009.351999999999,5.7296334645727365
05-06,Women and Child Development,Social Services,3931.11,9.3,4.2,-4.0,-1.2,44.1,54.5,0,0,0,3931.11,3931.11,
06-07,Women and Child Development,Social Services,4852.94,9.3,6.1,-3.4,-1.0,45.3,65.1,0,0,0,4392.025,4392.025,23.449610924140995
07-08,Women and Child Development,Social Services,5853.0,9.8,8.4,-2.5,-1.3,40.3,72.4,0,0,1,4879.016666666666,4879.016666666666,20.607301965406542
09-10,Women and Child Development,Social Services,7428.0,8.5,12.0,-6.5,-2.8,47.4,61.7,0,1,1,6044.6466666666665,5516.2625,26.909277293695546
10-11,Women and Child Development,Social Services,11070.5,10.3,7.0,-4.8,-4.2,50.0,79.5,0,0,0,8117.166666666667,6627.110000000001,49.03742595584275
11-12,Women and Child Development,Social Services,12733.0,6.6,8.9,-5.7,-1.0,54.4,94.9,0,0,1,10410.5,8387.488000000001,15.017388555169141
12-13,Women and Child Development,Social Services,18584.0,5.5,9.3,-4.5,-1.7,58.6,109.5,0,0,1,14129.166666666666,11133.7,45.95146469802876
13-14,Women and Child Development,Social Services,20440.0,6.4,5.8,-4.1,-1.0,61.0,105.9,0,0,0,17252.333333333332,14051.1,9.987085665088259
15-16,Women and Child Development,Social Services,1084.61,8.0,5.2,-3.9,-1.0,64.2,43.7,0,0,0,13369.536666666667,12782.421999999999,-94.69368884540117
16-17,Women and Child Development,Social Services,3094.32,8.3,4.9,-3.5,-2.1,67.2,54.2,0,0,0,8206.31,11187.186000000002,185.29333124348847
17-18,Women and Child Development,Social Services,22094.67,4.0,6.2,-3.1,-0.9,70.1,64.2,0,0,0,8757.866666666667,13059.52,614.0395951291398
18-19,Women and Child Development,Social Services,24700.0,-6.6,6.6,-9.2,0.9,74.1,41.8,0,0,0,16629.663333333334,14282.720000000001,11.791667402138174
19-20,Women and Child Development,Social Services,29164.9,8.7,5.5,-6.7,-1.2,73.0,70.9,0,1,0,25319.85666666667,16027.7,18.076518218623484
20-21,Women and Child Development,Social Services,30007.1,7.0,5.1,-3.4,-0.4,78.0,77.2,1,0,0,27957.333333333332,21812.198,2.8877177703334977
21-22,Women and Child Development,Social Services,24435.0,6.1,4.3,-3.8,-2.1,79.4,52.8,0,0,0,27869.0,26080.334,-18.569271938974442
22-23,Women and Child Development,Social Services,25172.28,4.2,5.7,-3.2,-0.2,82.7,94.3,0,0,0,26538.126666666667,26695.856,3.017311233885822
23-24,Women and Child Development,Social Services,25448.75,6.8,6.8,-3.1,-1.5,83.3,81.7,0,0,0,25018.676666666666,26845.606,1.0983113170519365
